Product_name;Serving_size;Energy.kcal;Proteins.g;Carbohydrates.g;Sugars.g;Add_sugars.g;Fat.g;Saturated_fat.g;Trans_fat.g;Cholesterol.mg;Fibre.g;Sodium.mg;Total_whole;Vitamin_D.mcg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B5.mg;Vitamin_B12.mcg;Vitamin_B8.mg;Vitamin_A.mg;Vitamin_E.mg;Calcium.mg;Iron.mg;Zinc.mg;Phosphorus.mg;Selenium.mg;Magnesium.mg;Potassium.mg
Milk_semi_skimmed;125;45,8;3,28;4,8;4,8;0;1,53;0,9;0;5,7;0;42,6;0;0,01;1,5;0,06;0,18;0,093;0,037;9,49;0,41;0,38;0;19,2;0,13;117;0,045;0,39;89,1;0,94;12,1;167
