CODGR;LIBGR;SOUGR;LIBSOUGR;CODAL;LIBAL;Energy.kcal;enerkj;EAU;Proteins.g;Fibre.g;Carbohydrates.g;Sugars.g;AMIDON;AGMONO;CHOLES;ALCOOL;Sodium.mg;Magnesium.mg;Phosphorus.mg;POTASSIUM;Calcium.mg;Iron.mg;MANGANESE;CUIVRE;Zinc.mg;Selenium.mg;IODE;RETINOL;BCAROT;Vitamin_A.mg;Vitamin_D.mcg;Vitamin_E.mg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B5.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B12.mcg;PROTEINE_B;ENERKJ_ac_FIB;ENERKC_ac_FIB;POLYOL;VITAMIK1;VITAMIK2;ACID_ORG;ORIGGPCD;ORIGGPFR;label_ciqual;AG_butyrique;AG_caproique;AG_caprylique;AG_caprique;AG_laurique;AG_myristique;AG_palmitique;AG_stearique;code_gpe_ssgpe;lib_gpe_ssgpe;Fat.g;Saturated_fat.g;AGPOLY;AG_oleique;AG_linoleique;linolenique;AG_arachid;AG_EPA;AG_DHA;ORIGFDNM;ENGFDNAM;LANGUALCODES;REMARKS;Add_sugars.g;Couleur;Saison;remarque_portion_com;Source_newTNS;prix;portioncom;groupe;sous_groupe;famille;free_sugar;enrichi;allege;garanti;code_gpe;code_ss_gpe;code_fam;code_total;new_fam;ali_veg;index2;ani_veg;fam;fam2;pdt_ani;index1;code_epic;gpe_epic;foodex_gpe;Matrix_Group_description;foodex_ss_gpe;Matrix_Subgroup_description;FOODEXCODE;COMMENTSFOOD;Additional_information;info_additionnel_foodex;autre_foodex_nomencla;FOOD_N;FDXL1_N;FDXL2_N;FDXL1;FDXL2;ic_dualine_nette;rmq_green;IC_GREEN_nette;eutro_green_nette;acid_green_nette;COUNT;pct_conso_adu_normo;dualine;Famille_Questionnaire_Freq;sous_groupe_Questionnaire_Freq;groupe_Questionnaire_Freq;lim;sain_5_base;sain_5;sain_23;gr
33;boissons alcoolisées;5;cocktails et mélanges;42;cocktail type punch planteur;89.40000153;374.0495911;81.5;0.400000006;0.100000001;10.10000038;10.10000038;0;0;0;6.699999809;1;8;11;116;9;0.300000012;0.317699999;0.0385;0.112999998;0.375;0.899999976;0;22;3.666666667;0;0.109999999;25;0.050000001;0.02;0.206750005;0.111100003;0.039999999;10;0;;;;;;;;;;;;;;;;;;;335;boissons alcoolisées_cocktails et mélanges;0.100000001;0;0;;0;0;0;0;0;;;;;3.92;PAS LEGUME;0;;Recette TNS;0.547074108;1;AUTRES_BOISS;ALC;ALCOOL;10.10000038;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.07;Alcoholic mixed drinks;A.01.001571;;A.14.07.002;Punch;A.01.001534;cocktail of rum and fruit juice (planteur type);Alcoholic beverages;Alcoholic mixed drinks;A.14;A.14.07;;;;;;39;2.033368092;NON;;;;2.623905275;6.072182772;6.072182772;2.49775925;1
33;boissons alcoolisées;5;cocktails et mélanges;43;cocktail alcoolisé;196.3000031;821.3192139;63.29999924;0;0;20.10000038;20.10000038;0;0;0;16.60000038;1;1;1;8;2;0;0.0021054;0.046631999;0.020166;0.163550004;0.979499996;0;2;0.333333333;0;0;0;0;0;0.00895;0.005421;0;1;0;;;;;;;;;;;;;;;;;;;335;boissons alcoolisées_cocktails et mélanges;0;0;0;;0;0;0;0;0;;;;;19.4;PAS LEGUME;0;;TNS;0.425164904;1;AUTRES_BOISS;ALC;ALCOOL;20.10000038;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.07;Alcoholic mixed drinks;A.01.001570;;A.14.07.001;Cocktail drink;A.01.001534;alcoholic cocktail;Alcoholic beverages;Alcoholic mixed drinks;A.14;A.14.07;;;;;;40;2.085505735;NON;;;;12.94390528;0.022641082;0.022641082;0.108418348;4
22;crustacés et mollusques;3;autres fruits de mer ou fruits de mer sans précision;172;plateau de fruits de mer;83.69999695;350.2008057;79.90000153;18;0;0;0;0;0.5;108;0;845;50;288;239;94;3;0.296000004;0.75999999;5.980000019;14.60000038;123;0;0;0;0;0.400000006;0;0.029999999;0.039999999;1.850000024;0.40200001;0.050000001;17;1.700000048;;;;;;;;;;;;;;;;;;;223;crustacés et mollusques_autres fruits de mer ou fruits de mer sans précision;1.299999952;0.300000012;0.400000006;;0.121970006;0.01335;0.02638;0.148;0.0903;;;;;0;PAS LEGUME;0;;TNS;4.358569927;0.3;VOP;POISSONS;CRS;0;0;0;0;3;2;3;323;CRS;0;14;0;Crustaces;FishShell;0;14;8;Fish and shellfish;;Fish and other seafood (including amphibians, reptiles, snails and insects);A.07;;A.01.000876;;A.07;Fish and other seafood (including amphibians, reptiles, snails and insects);A.01.000876;seafood platter;Fish and other seafood (including amphibians. reptiles. snails and insects);Fish and other seafood (including amphibians. reptiles. snails and insects) (unspecified);A.07;A.07.00;;;;;;22;1.147028154;NON;;;;9.387836518;14.84749209;14.84749209;24.60763135;3
39;plats composés;4;plats sans garniture;577;brandade de morue recette traditionnelle;266.2000122;1113.780029;54.40000153;23.39999962;0.200000003;3;0.400000006;2.599999905;12.5;33;0;289;26;122;230;24;1.299999952;0.02468;0.066319004;0.650120974;14.98869991;93.47799683;3;1;3.166666667;0;2.49000001;0;1.210000038;0.07;0.581589997;0.104084;0.270000011;5;1.399999976;;;;;;;;;;;;;;;;;;;394;plats composés_plats sans garniture;17.79999924;2.700000048;1.799999952;;1.588803952;0.103496;0.0085;0.0377;0.0615;;;;;0;PAS LEGUME;0;;TNS;0.98894;1;PLATS_PREPARES;PCACCSOUPE;PLATPREP;0;0;0;0;4;1;1;411;FEC_POI;0;15;0;Plat_prep_poisson;Plat_prep_ani;0;20;17;Miscellaneous;;;;;;;;;;Brandade cod dish traditional recipe;Animal composite dishes;Fish and seafood based meals;A.19B;A.19B.02;;;;;;11;0.573514077;NON;;;;7.14620042;3.74655623;3.74655623;7.335410002;2
29;chocolat;1;chocolat en tablettes;673;chocolat au lait fourré au praliné en tablette;504.7999878;2112.083252;7.300000191;5.699999809;3.200000048;53.59999847;51.59999847;2;10.80000019;28;0;49;60;170;303;124;1.399999976;0.509054005;0.370290995;1.007990003;2.426150084;12.8579998;55;66;66;0.100000001;2.279999971;0;0.079999998;0.230000004;0.479954988;0.328512013;0.050000001;13;0;;;;;;;;;;;;;;;;;;;291;chocolat_chocolat en tablettes;29.79999924;15.60000038;1.399999976;;1.342838395;0.05657681;0.000584771;0;0;;;;;49.299;PAS LEGUME;0;;Comp prix 2012;0.975;1;PRODGRASUC;PRODUIT_SUCRE;SUCRERIES;49.299;0;0;0;6;1;4;614;SUCRERIES;0;17;0;Sucres_derives;sweetsandSalted;0;26;11;Sugar and confectionary;A.10;Sugar and confectionary;A.10.03;Chocolate (cocoa) products;A.01.001302;;A.10.03.007;Filled chocolate;A.01.001267;milk chocolate filled with praline;Sugar and confectionary;Chocolate (Cocoa) products;A.10;A.10.03;;;252;287;3.04;118;6.152241919;NON;;;;57.02038938;1.844176283;1.923415589;1.677101684;4
29;chocolat;1;chocolat en tablettes;677;chocolat noir fourré au praliné en tablette;483.2999878;2022.127197;6;3.700000048;3.900000095;61.40000153;59.09999847;2.299999952;9.100000381;19;0;20;62;121;238;59;1.600000024;0.578010976;0.371910989;0.866572022;1.92513001;4.991399765;47;57;56.5;0.100000001;1.700000048;0;0.059999999;0.100000001;0.397944987;0.241196007;0.059999999;17;0;;;;;;;;;;;;;;;;;;;291;chocolat_chocolat en tablettes;24.79999924;13.30000019;1;;0.952429288;0.047084057;0.000486655;0;0;;;;;59.09999847;PAS LEGUME;0;;Comp prix 2012;1.025;1;PRODGRASUC;PRODUIT_SUCRE;SUCRERIES;59.09999847;0;0;0;6;1;4;614;SUCRERIES;0;17;0;Sucres_derives;sweetsandSalted;0;26;11;Sugar and confectionary;A.10;Sugar and confectionary;A.10.03;Chocolate (cocoa) products;A.01.001302;;A.10.03.007;Filled chocolate;A.01.001267;dark chocolate filled with praline;Sugar and confectionary;Chocolate (Cocoa) products;A.10;A.10.03;;;;;;64;3.336809176;NON;;;;59.76295326;1.682096624;1.764860956;1.44175447;4
33;boissons alcoolisées;4;spiritueux et vins cuits;1000;pastis;274;1140;59.7;0;0;2.81;2.33;0;0;0;37.5;2;0;0;2;0;0;0;0.07;0.02;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1140;274;0;;;0;23.4;Liqueurs et alcools;Pastis;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Pastis;Anis spirit;A0200 A0465 A0639 A0661 A0713 A0734 A0850 B1347 C0174 E0123 F0014 G0003 H0136 H0150 H0229 H0232 H0270 J0104 K0003 M0130 M0214 N0040 P0024;;2.33;PAS LEGUME;0;;TNS;1.34452;1;AUTRES_BOISS;ALC;ALCOOL;2.33;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.06;Spirits;A.01.001568;;A.14.06.007;Spirits made from vegetables (tequila);A.01.001534;Anis spirit;Alcoholic beverages;Spirits;A.14;A.14.06;;;;;;4;0.208550574;NON;;;;1.574477217;0;0;0.076196285;2
33;boissons alcoolisées;4;spiritueux et vins cuits;1001;eau-de-vie;237;982;65.9;0;0;0.789;0.129;0;0;0;33.4;1.75;0;0;1.89;0;0;0;0.0691;0.0193;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;982;237;0;0;;0;23.4;Liqueurs et alcools;Eau de vie;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Eau de vie;Brandy;A0200 A0465 A0639 A0661 A0713 A0734 A0850 B1140 C0167 E0123 F0014 G0003 H0232 H0253 H0270 J0003 K0003 M0130 M0214 N0040 P0024;;0;PAS LEGUME;0;;TNS;2.21026;1;AUTRES_BOISS;ALC;ALCOOL;0.129;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.06;Spirits;A.01.001562;;A.14.06.001;Brandy;A.01.001534;Brandy;Alcoholic beverages;Spirits;A.14;A.14.06;;;;;;44;2.294056309;NON;;;;0.018500899;0;0;0.08943884;2
33;boissons alcoolisées;4;spiritueux et vins cuits;1002;gin;265;1100;62.1;0;0;0;0;0;0;0;37.9;2;0;0;0;0;0.07;0;0.00167;0.002;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;265;0;0;;0;23.4;Liqueurs et alcools;Gin;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Gin;Gin;A0277 A0465 A0639 A0661 A0713 A0734 A0850 B1324 C0133 E0123 F0014 G0003 H0229 H0232 H0270 J0003 K0003 M0130 M0214 N0040 P0024;;0;PAS LEGUME;0;;TNS;1.19695;1;AUTRES_BOISS;ALC;ALCOOL;0;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.06;Spirits;A.01.001564;;A.14.06.003;Gin;A.01.001534;Gin;Alcoholic beverages;Spirits;A.14;A.14.06;;;;;;17;0.886339937;NON;;;;0.021143884;0.042264151;0.042264151;0.021946288;2
33;boissons alcoolisées;4;spiritueux et vins cuits;1003;liqueurs;196;825;61.2;0;0;24.8;23.8;0;0;0;13.9;3.25;6.4;6.4;28.5;7.67;0.413;0.0192;0.0814;0.115;0.300000012;1;0;10;1.666666667;0;0;0;0;0;0;0;0;0;0.016;0;825;196;0;0.65;;0;23.4;Liqueurs et alcools;Liqueur;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Liqueur;Liqueur;A0240 A0465 A0639 A0661 A0713 A0734 A0850 B1347 C0174 E0123 F0014 G0003 H0136 H0227 H0232 H0270 J0003 K0003 M0130 M0214 N0040 P0024;;21;PAS LEGUME;0;;TNS;1.23737;1;AUTRES_BOISS;ALC;ALCOOL;23.8;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.05;Liqueur;A.01.001552;;A.14.05;Liqueur;A.01.001534;Liqueur;Alcoholic beverages;Liqueur;A.14;A.14.05;;;;;;79;4.118873827;NON;;;;14.03435881;0.424104308;0.424104308;0.319457911;4
33;boissons alcoolisées;4;spiritueux et vins cuits;1004;rhum;242;1000;63.4;0;0;0;0;0;0;0;34.5;1;0;3;2;0;0.0867;0.018;0.059;0.062;0;1;0;0;0;0;0;0;0.00533;0.00133;0.00433;0;0.000333;0;0;0;1000;242;0;0;;0;23.4;Liqueurs et alcools;Rhum;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Rhum;Rum;A0200 A0465 A0639 A0661 A0713 A0734 A0850 B1378 C0207 E0123 F0014 G0003 H0232 H0270 J0001 K0003 M0130 M0214 N0040 P0024;;0;PAS LEGUME;0;;TNS;1.14148;1;AUTRES_BOISS;ALC;ALCOOL;0;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.06;Spirits;A.01.001566;;A.14.06.005;Rum;A.01.001534;Rum;Alcoholic beverages;Spirits;A.14;A.14.06;;;;;;64;3.336809176;NON;;;;0.010571942;0.057322314;0.057322314;0.105037451;2
33;boissons alcoolisées;4;spiritueux et vins cuits;1005;whisky;238;986;63.4;0;0;0;0;0;0;0;34;0.544;0.099;4.86;2.22;0.68;0.0446;0.008;0.0424;0.0427;0;1.5;0;0;0;0;0;0;0.01;0.00308;0.03;0;0;0;0;0;986;238;0;0;;0;23.4;Liqueurs et alcools;Whisky;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Whisky;Whisky;A0200 A0465 A0639 A0661 A0713 A0734 A0850 B1324 C0133 E0123 F0014 G0003 H0232 H0270 H0294 J0003 K0003 M0130 M0214 N0040 P0024;;0;PAS LEGUME;0;;TNS;1.05542;1;AUTRES_BOISS;ALC;ALCOOL;0;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.06;Spirits;A.01.001563;;A.14.06.002;Whisky;A.01.001534;Whisky;Alcoholic beverages;Spirits;A.14;A.14.06;;;159;94;1.1;200;10.42752868;NON;;;;0.005751136;0.0363324;0.0363324;0.10101741;2
33;boissons alcoolisées;4;spiritueux et vins cuits;1006;vin doux naturel ou vin muté autre que porto type muscat banyuls ou maury;136;566;76;0.137;0;9.81;9.81;0;0;0;13.7;6.7;10.7;11.3;92.1;7.65;0.52;0.119;0.891;0.137;0.075;1;0;0;0;0;0;0;0.018;0.0118;0.0984;0.032;0.01;0.1;0;0.137;566;136;0;0;;;23.3;Vins;Vin doux;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Vin doux;Port or Sherry;A0224 A0465 A0639 A0661 A0712 A0734 A0849 B1329 C0167 E0123 F0003 G0003 H0232 H0332 J0104 K0003 M0130 M0214 N0040 P0024;;4.905;PAS LEGUME;0;;TNS;0.54894;1;AUTRES_BOISS;ALC;ALCOOL;9.81;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.03;Fortified and liqueur wines (e.g. vermouth, sherry, madeira);A.01.001548;;A.14.03.002;Sherry;A.01.001534;Port or Sherry;Alcoholic beverages;Fortified and liqueur wines (e.g. Vermouth. Sherry. Madeira);A.14;A.14.03;;;;;;86;4.483837331;NON;;;;3.340832012;0.767760181;0.767760181;2.113114321;2
33;boissons alcoolisées;4;spiritueux et vins cuits;1007;apéritif à base de vin ou vermouth type martini;133;556;75.9;0;0;11.4;11.4;0;0;0;12.5;12.7;9;6.25;75;10;0.8;0;0.15;0.0175;0;1.2;0;0;0;0;0;0;0;0;0.0433;0;0.00667;0;0.01;0;556;133;0;;;;23.5;Cocktails;Apéritif à base de vin ou vermouth;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Apéritif à base de vin ou vermouth;Wine-based aperitif;A0224 A0465 A0639 A0661 A0713 A0734 A0851 B2121 C0167 E0123 F0003 G0003 H0232 H0253 H0332 J0104 K0003 M0130 N0040 P0024;;11.4;PAS LEGUME;0;;TNS;0.65957;1;AUTRES_BOISS;ALC;ALCOOL;11.4;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.03;Fortified and liqueur wines (e.g. vermouth, sherry, madeira);A.01.001547;;A.14.03.001;Vermouth;A.01.001534;Wine-based aperitif;Alcoholic beverages;Fortified and liqueur wines (e.g. Vermouth. Sherry. Madeira);A.14;A.14.03;;;179;43;1.13;139;7.24713243;NON;;;;7.734263664;1.129490393;1.129490393;0.741179439;4
33;boissons alcoolisées;4;spiritueux et vins cuits;1008;vodka;239;988;66.7;0;0;0;0;0;0;0;32.9;458;48.3;157;35;0.1;2.6;0.006;2.8;1.17;0;1;0;0;0;0.25;0;0;0.00867;0.008;0.00433;0;0.028;0;0.92;0;988;239;0;0;;0;23.4;Liqueurs et alcools;Vodka;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0.92;0;0;0;0;0;0;0;0;Vodka;Vodka;A0120 A0465 A0639 A0661 A0713 A0734 A0850 B1347 C0133 E0123 F0014 G0003 H0232 H0270 J0003 K0003 M0214 N0001 P0024 R0001;;0;PAS LEGUME;0;;TNS;1.34754;1;AUTRES_BOISS;ALC;ALCOOL;0;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.06;Spirits;A.01.001565;;A.14.06.004;Vodka and vodka-like spirits;A.01.001534;Vodka;Alcoholic beverages;Spirits;A.14;A.14.06;;;;;;25;1.303441084;NON;;;;4.841949466;1.741515574;2.159925616;4.500992259;2
33;boissons alcoolisées;4;spiritueux et vins cuits;1009;apéritif à la gentiane;150;628;71.3;0;0;16.5;16;0;0;0;12;2;0;0;2;0;0;0;0.159999996;0.03;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;628;150;0;;;0;23.4;Liqueurs et alcools;Apéritif à la gentiane;0;0;0;0;0;0;0;0;334;boissons alcoolisées_spiritueux et vins cuits;0;0;0;0;0;0;0;0;0;Apéritif à la gentiane;Gentian bitters;A0200 A0465 A0639 A0661 A0713 A0734 A0850 B1347 C0174 E0123 F0014 G0003 H0229 H0232 H0270 J0003 K0003 M0130 M0214 N0040 P0024;;16;PAS LEGUME;0;;TNS;0.71109;1;AUTRES_BOISS;ALC;ALCOOL;16;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.05;Liqueur;A.01.001554;;A.14.05.002;Herb liqueur;A.01.001534;Gentian bitters;Alcoholic beverages;Liqueur;A.14;A.14.05;;;;;;33;1.720542231;NON;;;;10.68781055;0;0;0.290612524;4
33;boissons alcoolisées;5;cocktails et mélanges;1010;pastis prêt à boire (1+5);44;182;93.5;0;0;0.5;0.159999996;0;0;0;6;3.53;1.62;0;0.425;21.1;0.0291;0.00075;0.034;0.00925;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;44;0;;;;23.5;Cocktails;Pastis, prêt à boire (1+ 5);0;0;0;0;0;0;0;0;335;boissons alcoolisées_cocktails et mélanges;0;0;0;0;0;0;0;0;0;Pastis, prêt à boire (1+ 5);Anis spirit, diluted (1+5);A0200 A0465 A0639 A0661 A0713 A0734 A0850 B1347 C0174 E0123 F0014 G0003 H0136 H0148 H0150 H0229 H0237 H0270 J0003 K0003 M0001 N0001 P0024;;0.159999996;PAS LEGUME;0;;TNS;1.61;1;AUTRES_BOISS;ALC;ALCOOL;0.159999996;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.07;Alcoholic mixed drinks;A.01.001570;;A.14.07.001;Cocktail drink;A.01.001534;Anis spirit. diluted (1+5);Alcoholic beverages;Alcoholic mixed drinks;A.14;A.14.07;;Pastis pur;351;375;2.37;186;9.697601668;NON;;;;0.14398562;1.171474747;1.171474747;1.456214851;2
32;boissons fraîches sans alcool;5;autres boissons fraîches;1011;boisson ou apéritif anisé sans alcool;0.55;2.3;99.9;0.02;0;0.05;0.03;0;0;0;0;12.7;0.33;0;3.9;1.83;0;0.004;0.07;0.03;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;2.3;0.55;0;;;;23.5;Cocktails;Apéritif anisé sans alcool;;;;;;;;;325;boissons fraîches sans alcool_autres boissons fraîches;0.03;0;0;;0;0;0;0;0;Apéritif anisé sans alcool;Anis spirit, alcohol free;A0295 A0465 A0639 A0661 A0709 A0734 A0840 B1296 C0155 E0123 F0014 G0003 H0148 H0229 J0135 K0003 M0132 M0214 N0040 N0042 P0176;;0.03;PAS LEGUME;0;;TNS;0.32417;1;AUTRES_BOISS;LIGHT;LIGHT;0.03;0;0;0;7;2;1;721;LIGHT;0;22;0;light;light;0;34;13;Non-alcoholic beverages;A.13;Non-alcoholic beverages (excepting milk based beverages);A.13.01;Soft drinks;A.01.001494;;A.13.01.002;Soft drink, flavoured;A.01.001470;Anis spirit. alcohol free;Soft drinks;Soft drinks;A.13B;A.13B.00;;;;;;8;0.417101147;NON;BOI_LIGHT;BOI_LIGHT;AUTRES_BOISS;0.154263664;8.512820513;8.512820513;42.73628916;1
33;boissons alcoolisées;5;cocktails et mélanges;1017;sangria;85.1;357;83;0.345;0.575;9.35;8.68;0.211;0.0196;0.0116;6.32;3.39;10.7;12.6;123;9.35;0.373;0.191;0.0556;0.0702;0.253;0.908;0;54;9;0;0.145;12.1;0.0232;0.0223;0.175;0.11;0.0546;9.11;0;0.345;357;85.1;0;;;;23.5;Cocktails;Sangria;0;0;0;0;0.000106;0.00035;0.0185;0.00156;335;boissons alcoolisées_cocktails et mélanges;0.104;0.0228;0.0439;0.0152;0.0344537;0.00943;0.0000163;0;0;Sangria;Sangria;A0205 A0465 A0639 A0661 A0713 A0734 A0851 B1329 C0140 E0109 F0001 G0003 H0147 H0232 H0253 H0332 H0362 J0001 K0003 M0001 N0001 P0024 R0001;;4.384;PAS LEGUME;0;;TNS;0.12506;1;AUTRES_BOISS;ALC;ALCOOL;8.68;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.07;Alcoholic mixed drinks;A.01.001571;;A.14.07.002;Punch;A.01.001534;Sangria;Alcoholic beverages;Alcoholic mixed drinks;A.14;A.14.07;;;;;;27;1.407716371;NON;;;;2.993051005;4.195924352;4.195924352;2.224248435;2
33;boissons alcoolisées;5;cocktails et mélanges;1018;kir;89.7;374;83.5;0.179;0.65;6.72;5.55;0;0;0;8.68;1.56;5.09;18;108;6.88;0.668;0.0802;0.0022;0.0824;1.1;0.965;0;8.7;1.45;0;0.137;18.4;0.0068;0.0195;0.124;0.0818;0.03;3.97;0;0.179;374;89.7;0;;;;23.5;Cocktails;Kir (au vin blanc);0;0;0;0;0;0;0;0;335;boissons alcoolisées_cocktails et mélanges;0;0;0;0;0;0;0;0;0;Kir (au vin blanc);Cocktail of white wine with black current liqueur;A0278 A0465 A0639 A0661 A0713 A0734 A0851 B1329 C0140 E0123 F0001 G0003 H0232 H0253 H0332 J0104 K0003 M0001 N0001 P0024 R0001;;5.55;PAS LEGUME;0;;Recette TNS;0.724556627;1;AUTRES_BOISS;ALC;ALCOOL;5.55;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.07;Alcoholic mixed drinks;A.01.001570;;A.14.07.001;Cocktail drink;A.01.001534;Cocktail of white wine with black current liqueur;Alcoholic beverages;Alcoholic mixed drinks;A.14;A.14.07;;Crème de cassis;230;167;1.44;145;7.55995829;NON;;;;3.71649223;5.732687132;5.732687132;1.993497315;1
33;boissons alcoolisées;5;cocktails et mélanges;1019;kir royal;95.3;398;82.5;0.1;0.65;7.47;5.66;0;0;0;9.1;1.56;5.09;11;91.4;6.88;0.561;0.0802;0.0022;0.0824;1.1;0.777;0;8.7;1.45;0;0.137;18.4;0.0027;0.0154;0.121;0.0668;0.0259;3.77;0;0.1;398;95.3;0;;;;23.5;Cocktails;Kir royal (au champagne);0;0;0;0;0;0;0;0;335;boissons alcoolisées_cocktails et mélanges;0;0;0;0;0;0;0;0;0;Kir royal (au champagne);Cocktail of champagne with black current liqueur;A0278 A0465 A0639 A0661 A0713 A0734 A0851 B1329 C0140 E0123 F0001 G0003 H0232 H0253 H0332 J0104 K0003 M0001 N0001 P0024 R0001;;5.66;PAS LEGUME;0;;Recette TNS;1.985527452;1;AUTRES_BOISS;ALC;ALCOOL;5.66;0;0;0;7;3;1;731;ALCOOL;0;21;0;boiss_Alcool;boiss_Alcool;0;33;14;Alcoholic beverages;A.14;Alcoholic beverages;A.14.07;Alcoholic mixed drinks;A.01.001570;;A.14.07.001;Cocktail drink;A.01.001534;Cocktail of champagne with black current liqueur;Alcoholic beverages;Alcoholic mixed drinks;A.14;A.14.07;;;;;;20;1.042752868;NON;;;;3.789825563;5.19067436;5.19067436;1.759378864;1
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2000;jus d'ananas à base de concentré pasteurisé;47.8;203;88.3;0.352;0.25;10.6;10.6;0;0.014;0;0;3.33;15.3;9.69;145;79.9;0.155;1.46;0.0295;0.0782;5;1;0;3;0.5;0;0.03;24.9;0.0532;0.0204;0.199;0.056;0.07;14;0;0.352;203;47.8;0;0.3;;1;19;Jus et nectars;Ananas, jus à base de concentré;0;0;0;0;0;0;0.0025;0.0015;321;boissons fraîches sans alcool_jus de fruits (purs et à base  de concentré);0.05;0.004;0.0425;0.012;0.0245;0.018;0;0;0;Ananas, jus à base de concentré, pasteurisé;Pineapple juice, reconstituted, pasteurized;A0127 A0455 A0629 A0708 A0732 A0766 A0841 B1484 C0230 E0109 F0018 G0003 H0259 J0135 K0003 M0194 N0001 P0024 Z0112;;0;PAS LEGUME;0;;TNS;0.0914;1;FRUI_LEG;FRUITS;JUS;10.6;0;0;0;1;2;3;123;JUS;1;3;1;Fruits_Boissons;Jus_de_fruit;0;3;13;Non-alcoholic beverages;A.12;Fruit and vegetable juices;A.12.02;Concentrated fruit juice;A.01.001418;;A.12.02;Concentrated fruit juice;A.01.001394;Pineapple juice. reconstituted. pasteurized;Fruit and vegetable juices;Concentrated fruit juice;A.12;A.12.02;;Orange;100;38;0.6;47;2.450469239;NON;JUS_VITC;JUS_FRUITS;FRUITS_LEG;0.041265173;14.34965685;14.34965685;6.585264212;1
