CODGR;LIBGR;SOUGR;LIBSOUGR;CODAL;LIBAL;Energy.kcal;enerkj;EAU;Proteins.g;Fibre.g;Carbohydrates.g;Sugars.g;AMIDON;AGMONO;CHOLES;ALCOOL;Sodium.mg;Magnesium.mg;Phosphorus.mg;POTASSIUM;Calcium.mg;Iron.mg;MANGANESE;CUIVRE;Zinc.mg;Selenium.mg;IODE;RETINOL;BCAROT;Vitamin_A.mg;Vitamin_D.mcg;Vitamin_E.mg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B5.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B12.mcg;PROTEINE_B;ENERKJ_ac_FIB;ENERKC_ac_FIB;POLYOL;VITAMIK1;VITAMIK2;ACID_ORG;ORIGGPCD;ORIGGPFR;label_ciqual;AG_butyrique;AG_caproique;AG_caprylique;AG_caprique;AG_laurique;AG_myristique;AG_palmitique;AG_stearique;code_gpe_ssgpe;lib_gpe_ssgpe;Fat.g;Saturated_fat.g;AGPOLY;AG_oleique;AG_linoleique;linolenique;AG_arachid;AG_EPA;AG_DHA;ORIGFDNM;ENGFDNAM;LANGUALCODES;REMARKS;Add_sugars.g;Couleur;Saison;remarque_portion_com;Source_newTNS;prix;portioncom;groupe;sous_groupe;famille;free_sugar;enrichi;allege;garanti;code_gpe;code_ss_gpe;code_fam;code_total;new_fam;ali_veg;index2;ani_veg;fam;fam2;pdt_ani;index1;code_epic;gpe_epic;foodex_gpe;Matrix_Group_description;foodex_ss_gpe;Matrix_Subgroup_description;FOODEXCODE;COMMENTSFOOD;Additional_information;info_additionnel_foodex;autre_foodex_nomencla;FOOD_N;FDXL1_N;FDXL2_N;FDXL1;FDXL2;ic_dualine_nette;rmq_green;IC_GREEN_nette;eutro_green_nette;acid_green_nette;COUNT;pct_conso_adu_normo;dualine;Famille_Questionnaire_Freq;sous_groupe_Questionnaire_Freq;groupe_Questionnaire_Freq;lim;sain_5_base;sain_5;sain_23;gr
11;fromages;1;fromages affinés;12120;parmesan fromage à pâte pressée cuite 45% m.g.;441;1840;22.7;39.4;0;1.87;0.4;0;9.5;100;0;1090;45;810;110;1200;1.1;0.1;0.33;5.3;11;80.5;345;88;359.6666667;0.25;0.7;0;0.03;0.44;0.12;0.43;0.13;12;1.9;38.6;1850;445;0;1.7;;0.45;6.6;Fromages affinés à pâte dure;Parmesan;1.03;0.544;0.336;0.822;0.88;2.89;7.6;2.54;111;fromages_fromages affinés;30.9;18.8;0.9;5.55;0.771;0.129;0;0;0;Parmesan;Parmesan cheese;A0310 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0146 F0003 G0003 H0107 H0294 H0298 J0104 J0131 K0003 M0001 N0001 P0024 Z0072 Z0087;;0;PAS LEGUME;0;;TNS;1.510831579;0.95;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001182;;A.08.08.129;Cheese, parmigiano reggiano;A.01.000948;Parmesan cheese;Cheese;Cheese;A.08B;A.08B.00;;% MG non pris en compte;580;170.5263158;9.231578947;75;3.910323253;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;40.00826534;9.194953195;9.421710565;5.496513162;3
11;fromages;2;fromages fondus;12305;fromage fondu 25% m.g. type sylphide ou vache qui rit équilibre et ligne;184;774;65.8;13.1;0;15.7;2.700000048;0;2.86;27.6;0;665;27.5;695;218;492;0.32;0.05;0.05;1.1;8.8;19.4;141;73;153.1666667;0.185;0.421;0;0.0667;0.34;0.115;0.3;0.0725;7;0.27;12.9;777;185;0;0;;1.5;6.8;Fromages fondus;Fromage fondu en portions ou en cubes environ 15% MG;0.138;0.095;0.0625;0.14;0.198;0.546;1.47;0.44;112;fromages_fromages fondus;7.24;3.23;0.359;0.989;0.32481;0.0137;0.015;0.00549;0;Fromage fondu en portions ou en cubes 25% MG/MS;Processed cheese 25% fidm;A0110 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0113 E0147 F0014 G0001 H0143 H0248 H0297 H0693 J0135 K0003 M0190 N0042 P0024 Z0112;;0.3;PAS LEGUME;0;;TNS;0.787;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0.3;0;1;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001063;;A.08.08.010;Cheese, processed, low fat;A.01.000948;Processed cheese 25% fidm;Cheese;Cheese;A.08B;A.08B.00;;;;;;29;1.511991658;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;12.12428087;8.410925307;8.81309922;5.010974426;3
11;fromages;2;fromages fondus;12310;fromage fondu en portions ou en cubes 45-50% m.g.;276;1150;54.7;10.2;0;6.5;0.75;0;5.9;38;0;737;18;703;186;576;0.2;0.0127;0.025;3.26;9.7;19.4;250;75;262.5;0.531;0.5;0;0.0302;0.35;0.0768;0.371;0.0535;6.82;1;10;1150;277;0;2.5;;2.65;6.8;Fromages fondus;Fromage fondu en portions ou en cubes environ 22% MG;0.672;0.453;0.303;0.637;0.771;2.35;6.17;2.09;112;fromages_fromages fondus;22.5;13.9;0.773;3.83;0.63485;0.128;0.005;0.00515;0;Fromage fondu en portions ou en cubes 45-50% MG/MS;Processed cheese 45% fidm;A0110 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0113 E0147 F0014 G0001 H0143 H0248 H0271 H0297 H0693 J0135 K0003 M0190 N0042 P0024 Z0112;;0;PAS LEGUME;0;;TNS;1.040052069;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001057;;A.08.08.004;Cheese, processed spreadable;A.01.000948;Processed cheese 45% fidm;Cheese;Cheese;A.08B;A.08B.00;;;;;;34;1.772679875;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;28.85212736;5.890746934;6.660312152;4.598543624;3
11;fromages;2;fromages fondus;12315;fromage fondu 60-65% m.g. type six de savoie;241;997;65.9;5;0;1.71;2;0;6.65;96;0;555;14;205;142;416;1.399999976;0.02;0.5;2;6.7;20;195;100;211.6666667;0.200000003;0.600000024;0;0.039999999;0.349999994;0.07;0.469999999;0.079999998;3.400000095;0.25;4.9;998;242;0;;;1.71;6.9;Fromages non affinés et spécialités fromagères;Spécialité fromagère non affinée environ 23% MG;0.718;0.489;0.324;0.739;0.883;2.7;6.82;2.35;112;fromages_fromages fondus;23.3;15;0.646;4.17;0.5042;0.12;0.0116;0.0102;0;Spécialité fromagère non affinée 60-65% MG/MS;Uncured cheese product 60-65% fidm;A0110 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0245 E0119 F0018 G0003 H0101 H0296 J0131 J0135 K0003 M0001 N0001 P0024 Z0112;;0;PAS LEGUME;0;;TNS;1.101179163;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001057;;A.08.08.004;Cheese, processed spreadable;A.01.000948;Uncured cheese product 60-65% fidm;Cheese;Cheese;A.08B;A.08B.00;;;;;;0;0;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;28.59470057;5.403695413;5.735645625;4.297589009;3
11;fromages;3;fromages frais non affinés;12320;spécialité fromagère non affinée double crème 70% m.g.;347;1440;54.8;11.6;0;2;2.099999905;0.6;8;105;0;610;18;250;125;50;0.2;0.05;0.05;2;6.7;20;300;100;316.6666667;0.200000003;0.600000024;0;0.05;0.32;0.13;0.47;0.12;7;0.9;11.4;1440;348;0;;;1.5;6.9;Fromages non affinés et spécialités fromagères;Spécialité fromagère non affinée double crème environ 31% MG;1.24;0.746;0.414;0.0408;0.702;3.57;10.4;3.45;113;fromages_fromages frais non affinés;32.1;20.6;0.907;7.26;0.7053;0.16;0.0297;0.012;0;Spécialité fromagère non affinée double crème 70% MG/MS;Uncured cheese product 70% fidm;A0110 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0245 E0119 F0018 G0003 H0101 H0296 J0131 J0135 K0003 M0001 N0001 P0024 Z0112;;0;PAS LEGUME;0;;TNS;1.04211;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001110;;A.08.08.057;Cheese, coulommiers;A.01.000948;Uncured cheese product 70% fidm;Cheese;Cheese;A.08B;A.08B.00;;;;;;4;0.208550574;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;37.66100587;1.441020715;1.671568269;2.794580416;4
11;fromages;2;fromages fondus;12325;cancoillotte spécialité fromagère fondue 40% m.g.;127;531;74.4;15;0;1;1;0;1.77;26;0;732;8;490;59;20.1;0.09;0.02;0.1;1.4;4.5;20;65.2;90;80.2;0.2;0.15;0;0.08;0.305;0.49;0.4;0.04;12;0.385;14.7;536;128;0;;;2.65;6.8;Fromages fondus;Cancoillotte (spécialité fromagère fondue);0.192;0.13;0.0863;0.197;0.235;0.719;1.82;0.628;112;fromages_fromages fondus;6.2;4.01;0.172;1.11;0.13429;0.0319;0.0031;0.00271;0;Cancoillotte (spécialité fromagère fondue);Cancoillotte processed cheese;A0110 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0113 E0135 F0014 G0001 H0143 H0160 J0001 K0003 M0001 N0001 P0024 Z0112;;0;PAS LEGUME;0;;TNS;0.916;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;1;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001057;;A.08.08.004;Cheese, processed spreadable;A.01.000948;Cancoillotte processed cheese;Cheese;Cheese;A.08B;A.08B.00;;;;;;20;1.042752868;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;13.81441917;4.099252978;4.729174238;4.842750748;4
11;fromages;2;fromages fondus;12355;fromage fondu aux noix type rambol;352;1460;51.5;11.2;0.72;2.7;2.67;0.03;6.2;110;0;750;25.2;900;147;171;0;0.02;0.5;1.5;7.4;20;230;100;246.6666667;0.33;0.7;0;0.08;0.4;0.15;0.46;0.05;12;0.31;11;1460;353;0;;;2.65;6.8;Fromages fondus;Spécialité fromagère fondante au fromage blanc et aux noix;0.639;0.43;0.288;0.605;0.732;2.23;6.08;2.06;112;fromages_fromages fondus;32;13.5;2.92;3.64;2.38436;0.526;0.00475;0.00489;0;Fromage fondu aux noix;Processed cheese with walnuts;A0110 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0113 E0147 F0014 G0001 H0143 H0297 H0693 H0757 J0135 K0003 M0001 N0001 P0024 Z0112;;0;PAS LEGUME;0;;TNS;1.3677;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001062;;A.08.08.009;Cheese, processed, with walnuts;A.01.000948;Processed cheese with walnuts;Cheese;Cheese;A.08B;A.08B.00;;;;;;5;0.260688217;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;28.383502;2.222202797;2.597202797;3.38921298;4
11;fromages;2;fromages fondus;12356;snack pour enfants à base de fromage fondu et gressins type pik et croq ou kiri;319;1330;42.6;10.7;1.2;24.1;3.1;21;5.77;49;0;543;21;383;131;145;0.63;0.23;0.404;3.79;5.45;14.8;188;74.9;200.4833333;0.27;0.99;0;0.148;0.304;0.49;0.36;0.07;11.5;0.63;10.5;1330;320;0;;;2.65;6.8;Fromages fondus;Snack pour enfants à base de fromage fondu et de gressins;0.422;0.282;0.177;0.433;0.517;1.63;4.86;1.45;112;fromages_fromages fondus;18.9;9.95;0.871;3.71;0.68456;0.169;0.0112;0.00624;0;Snack pour enfants à base de fromage fondu et de gressins;Processed cheese snack with breadsticks, for children;A0110 A0452 A0626 A0720 A0724 A0776 A0787 B1201 C0113 E0110 F0014 G0001 H0143 H0263 H0297 H0319 H0693 H0753 J0001 K0003 M0001 N0001 P0024 Z0112;;0;PAS LEGUME;0;;TNS;1.38812;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;1;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001057;;A.08.08.004;Cheese, processed spreadable;A.01.000948;Processed cheese snack with breadsticks. for children;Cheese;Cheese;A.08B;A.08B.00;;;;;;2;0.104275287;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;20.81632212;2.659100287;2.99765828;3.504217132;4
11;fromages;1;fromages affinés;12500;roquefort fromage de brebis à pâte persillée 52% m.g.;374;1550;40.3;19.1;0;1.78;0;0;8;90;0;1560;29.5;572;110;601;0.315;0.019;0.0774;2.53;7.24;52.3;295;0;295;0.289999992;0.55;0;0.04;0.65;0.57;0.5;0.09;45;0.4;18.7;1550;375;0;;;0.9;6.3;Fromages affinés à pâte persillée;Roquefort;0.809;0.751;0.719;2.18;1.28;3.21;7.07;2.34;111;fromages_fromages affinés;32.1;18.4;1.5;4.32;1.1791;0.279;0.02;0.0219;0;Roquefort;Roquefort cheese;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B2610 C0245 E0146 F0003 G0003 H0107 H0291 H0298 H0331 J0104 J0131 K0003 M0001 N0001 P0024 Z0087 Z0147;;0;PAS LEGUME;0;;TNS;1.47402;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001201;;A.08.08.148;Cheese, roquefort;A.01.000948;Roquefort cheese;Cheese;Cheese;A.08B;A.08B.00;;% MG non pris en compte;585;159;9.54;243;12.66944734;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;44.3710175;5.277133324;5.587293743;4.078608865;3
11;fromages;1;fromages affinés;12520;bleu au lait de vache fromage à pâte persillée sans précision;344;1430;47.8;18.6;0;0.9;0;0;7.3;77.3;0;1260;27;367;121;543;0.2;0.05;0.08;2;2;9;252;74;264.3333333;0.386;0.76;0;0.03;0.422;0.48;0.53;0.12;50;1;18.3;1430;345;0;2.4;;0.9;6.3;Fromages affinés à pâte persillée;Fromage bleu au lait de vache;0.741;0.524;0.334;0.844;1.03;3.37;8.93;2.56;111;fromages_fromages affinés;29.4;18.6;0.892;6.6;0.6859;0.175;0.0142;0.0169;0;Fromage bleu au lait de vache;Blue cheese;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0146 F0003 G0003 H0107 H0289 H0298 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0147;;0;PAS LEGUME;0;;Recette TNS;1.08960413;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001078;average food item is used because the subject gave few information;A.08.08.025;Cheese, bleu d'auvergne;A.01.000948;Blue cheese;Cheese;Cheese;A.08B;A.08B.00;;;;;;40;2.085505735;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;41.50246518;5.264460346;5.713297555;3.79122892;3
11;fromages;1;fromages affinés;12521;bleu d'auvergne fromage à pâte persillée 50% m.g.;341;1410;45.3;19.7;0;1.4;0;0;6.95;80;0;1230;18.1;301;112;563;0.3;0.05;0.07;2.68;3.72;27.2;250;25;254.1666667;0.230000004;0.699999988;0;0.029999999;0.547;0.899999976;0.66;0.170000002;54.8;0.85;19.3;1420;343;0;;;0.9;6.3;Fromages affinés à pâte persillée;Fromage bleu d'Auvergne;0.716;0.506;0.323;0.815;0.994;3.26;8.62;2.47;111;fromages_fromages affinés;28.4;19;0.802;4.81;0.6025;0.169;0.0142;0.0163;0;Fromage bleu d'Auvergne;Auvergne blue cheese;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0146 F0003 G0003 H0107 H0289 H0298 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0147;;0;PAS LEGUME;0;;TNS;0.77738;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001078;;A.08.08.025;Cheese, bleu d'auvergne;A.01.000948;Auvergne blue cheese;Cheese;Cheese;A.08B;A.08B.00;;% MG non pris en compte;585;159;9.54;38;1.981230448;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;41.79136753;5.587287265;5.857081991;4.155513592;3
11;fromages;1;fromages affinés;12522;fourme d'ambert fromage à pâte persillée 50% m.g.;353;1470;42.9;19.8;0;4.14;0;0;8.15;97;0;921;16;1040;111;443;0.36;0.02;0.11;3.37;3.7;27;127;25;131.1666667;0.230000004;0.699999988;0;0.029999999;0.5;0.899999976;2;0.170000002;94;1.200000048;19.4;1470;355;0;;;0.9;6.3;Fromages affinés à pâte persillée;Fourme d'Ambert;0.881;0.599;0.397;0.906;1.08;3.31;8.37;2.89;111;fromages_fromages affinés;28.5;18.4;0.792;5.12;0.6183;0.147;0.0142;0.0125;0;Fourme d'Ambert;Fourme d'Ambert cheese;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0146 F0003 G0003 H0107 H0291 H0298 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0087 Z0147;;0;PAS LEGUME;0;;TNS;0.79354;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001128;;A.08.08.075;Cheese, fourme d'ambert;A.01.000948;Fourme d'Ambert cheese;Cheese;Cheese;A.08B;A.08B.00;;;;;;19;0.990615224;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;37.61554652;4.677833467;4.938456701;4.020743457;4
11;fromages;1;fromages affinés;12523;bleu des causses fromage à pâte persillée 45% m.g.;344;1430;47.8;18.6;0;0.9;0;0;7.3;77.3;0;1260;27;367;121;543;0.2;0.05;0.08;2;2;9;252;74;264.3333333;0.386;0.76;0;0.03;0.422;0.48;0.53;0.12;50;1;18.3;1430;345;0;2.4;;0.9;6.3;Fromages affinés à pâte persillée;Fromage bleu au lait de vache;0.741;0.524;0.334;0.844;1.03;3.37;8.93;2.56;111;fromages_fromages affinés;29.4;18.6;0.892;6.6;0.6859;0.175;0.0142;0.0169;0;Fromage bleu au lait de vache;Blue cheese;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0146 F0003 G0003 H0107 H0289 H0298 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0147;;0;PAS LEGUME;0;;TNS;0.94537;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001078;;A.08.08.025;Cheese, bleu d'auvergne;A.01.000948;Blue cheese;Cheese;Cheese;A.08B;A.08B.00;;;;;;4;0.208550574;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;41.50246518;5.264460346;5.713297555;3.79122892;3
11;fromages;1;fromages affinés;12524;gorgonzola fromage à pâte molle persillée 45% m.g.;360;1490;42.4;19.4;0;0.1;0.1;0;8.92;87;0;1450;20;356;138;612;0.3;0.02;0.1;2.5;2;18;336;168;364;0.24;0.54;0;0.01;0.18;0.9;2;0.07;52;1.2;19;1500;362;0;;;0.9;6.3;Fromages affinés à pâte persillée;Gorgonzola;0.964;0.656;0.434;0.991;1.18;3.62;9.16;3.16;111;fromages_fromages affinés;31.2;20.2;0.866;5.6;0.6758;0.161;0.0156;0.0136;0;Gorgonzola;Gorgonzola cheese;A0314 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0146 F0003 G0003 H0107 H0291 H0298 H0331 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0086;;0;PAS LEGUME;0;;TNS;1.70297;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001132;;A.08.08.079;Cheese, gorgonzola;A.01.000948;Gorgonzola cheese;Cheese;Cheese;A.08B;A.08B.00;;;;;;15;0.782064651;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;45.9353766;5.569230769;5.835897436;3.878387572;3
11;fromages;1;fromages affinés;12527;bleu et mini bleu de bresse fromage à pâte persillée 45% m.g.;348;1440;51.1;17.9;0;3;1.299999952;0;8.1;91;0;551;17;320;123;434;0.5;0.05;0.05;2.5;16.1;48;108;25;112.1666667;0.1;0.05;0;0.025;0.46;1.5;0.49;0.07;47;0.74;17.5;1450;350;0;;;0.9;6.3;Fromages affinés à pâte persillée;Fromage bleu de Bresse;0.738;0.521;0.332;0.841;1.02;3.36;8.89;2.54;111;fromages_fromages affinés;29.3;19.2;0.858;4.96;0.653;0.174;0.0142;0.0168;0;Fromage bleu de Bresse;Bresse blue cheese;A0314 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0146 F0003 G0003 H0107 H0253 H0298 H0331 J0104 J0131 J0151 K0003 M0192 N0042 P0024 Z0147;;0;PAS LEGUME;0;;TNS;1.18;1;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001078;;A.08.08.025;Cheese, bleu d'auvergne;A.01.000948;Bresse blue cheese;Cheese;Cheese;A.08B;A.08B.00;;;;;;52;2.711157456;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;34.91604917;4.583947343;4.698889871;3.77900158;4
11;fromages;1;fromages affinés;12705;fromage à pâte pressée non cuite allégé 20-30% m.g.;243;1010;53.5;28.5;0;0.8;0.079999998;0;3.77;45.3;0;770;31.6;568;76.3;716;0.208;0.059;0.086;4.17;9.62;18;117;60;127;0.16;0.35;0;0.0575;0.322;0.1;0.34;0.085;59.5;1.56;27.9;1020;245;0;0;;0.11;6.5;Fromages affinés à pâte ferme;Fromage à pâte ferme environ environ 14% MG;0.349;0.244;0.155;0.371;0.552;1.46;3.88;1.06;111;fromages_fromages affinés;14.2;8.9;0.364;2;0.28847;0.0587;0.01;0.00683;0;Fromage à pâte ferme 20-30% MG/MS;Semi-hard cheese 20-30% fidm;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0147 F0003 G0003 H0107 H0247 H0253 H0298 J0104 J0131 J0151 K0003 M0001 N0001 P0024 P0040;;0;PAS LEGUME;0;;TNS;0.996462508;0.95;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;1;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001133;;A.08.08.080;Cheese, gouda;A.01.000948;Semi-hard cheese 20-30% fidm;Cheese;Cheese;A.08B;A.08B.00;;;;;;20;1.042752868;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;21.62524388;10.29347402;10.55684851;6.317909914;3
11;fromages;1;fromages affinés;12708;fromage à pâte pressée non cuite 40-50% m.g.;346;1430;43.8;22.2;0;1.03;0.305;0;6.7;84.3;0;511;33;470;84;758;0.166;0.059;0.086;3.88;8.45;17.8;204;76;216.6666667;0.31;0.626;0.375;0.038;0.38;0.104;0.327;0.0838;50;1.5;21.7;1440;348;0;2.5;;0.11;6.5;Fromages affinés à pâte ferme;Fromage à pâte ferme environ 28% MG;0.854;0.546;0.341;0.725;0.78;2.06;7.5;2.8;111;fromages_fromages affinés;28.3;18.1;1.09;4.57;0.857;0.213;0.02;0;0;Fromage à pâte ferme 40-50% MG/MS;Semi-hard cheese 40-50% fidm;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0147 F0003 G0003 H0107 H0253 H0298 J0104 J0131 J0151 K0003 M0001 N0001 P0024;;0;PAS LEGUME;0;;TNS;0.817937855;0.95;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001204;;A.08.08.151;Cheese, saint nectaire;A.01.000948;Semi-hard cheese 40-50% fidm;Cheese;Cheese;A.08B;A.08B.00;;;;;;24;1.251303441;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;32.82650482;6.939016039;7.297397541;4.690131929;3
11;fromages;1;fromages affinés;12720;fromage et mini fromage type bonbel-babybel;345;1430;43.9;24.9;0;0;0.100000001;0;7.83;70;0;635;29.2;546;74.5;608;0.15;0.0144;0.0297;2.57;5;27;200;110;218.3333333;0.200000003;0.5;0;0.03;0.33;0.06;0.300000012;0.08;21;0;24.4;1440;347;0;;;0.11;6.5;Fromages affinés à pâte ferme;Fromage à pâte ferme, enrobé de cire;0.846;0.576;0.382;0.871;1.04;3.18;8.04;2.77;111;fromages_fromages affinés;27.4;17.7;0.761;4.92;0.5943;0.141;0.0137;0.012;0;Fromage à pâte ferme;Bonbel-Babybel ® type cheese;A0312 A0452 A0626 A0720 A0724 A0775 A0785 B1201 C0245 E0105 F0003 G0003 H0107 H0253 H0298 J0104 J0131 J0151 K0003 M0001 N0001 P0024 Z0148;;0;PAS LEGUME;0;;TNS;1.567433333;0.9;PRODUITS_LAITIERS;FROMAGES;FROMAGE;0;0;0;0;5;1;1;511;FROMAGE;0;9;0;Fromages;Fromage;0;6;5;Dairy products;A.08;Milk and dairy products;A.08.08;Cheese;A.01.001167;;A.08.08.114;Cheese, mimolette;A.01.000948;Bonbel-Babybel ® type cheese;Cheese;Cheese;A.08B;A.08B.00;;;674.4444444;178.8888889;11.4;35;1.824817518;NON;FROMAGES;FROMAGES;PRODUITS_LAIT;33.53136503;6.206565094;6.438449155;3.249037123;3
