Product_name;Serving_size;Energy.kcal;Proteins.g;Carbohydrates.g;Sugars.g;Add_sugars.g;Fat.g;Saturated_fat.g;Trans_fat.g;Cholesterol.mg;Fibre.g;Sodium.mg;Total_whole;Vitamin_D.mcg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B5.mg;Vitamin_B12.mcg;Vitamin_B8.mg;Vitamin_A.mg;Vitamin_E.mg;Calcium.mg;Iron.mg;Zinc.mg;Phosphorus.mg;Selenium.mg;Magnesium.mg;Potassium.mg
Fruit_average;105;55,1;0,663;11,2;9,38;0;0,224;0,0395;0;0,0759;1,85;12,1;0;0;18,1;0,0441;0,0322;0,296;0,109;24,3;0,195;0;0,001;25,3;0,43;12,9;0,162;0,1;16,2;1,51;13,1;
