CP_ID;Product_type;Product_name;Markets;Serving_size;Energy.kcal;Proteins.g;Carbohydrates.g;Sugars.g;Add_sugars.g;Fat.g;Saturated_fat.g;Trans_fat.g;Cholesterol.mg;Fibre.g;Sodium.mg;Total_whole;Vitamin_D.mcg;Vitamin_C.mg;Vitamin_B1.mg;Vitamin_B2.mg;Vitamin_B3.mg;Vitamin_B6.mg;Vitamin_B9.mcg;Vitamin_B5.mg;Vitamin_B12.mcg;Vitamin_B8.mg;Vitamin_A.mg;Vitamin_E.mg;Calcium.mg;Iron.mg;Zinc.mg;Phosphorus.mg;Selenium.mg;Magnesium.mg;Region;volume
CP_74;RTE;FITNESS Honey Almonds;Mexico,Dominican Rep.,Guatemala,Panama,Honduras,Costa Rica,Nicaragua,El Salvador,Trinidad,Tobago,Caribbean,Jamaica;30;371;8,7;72,1;22,7;22,7;5,3;1,1;0,01;0;8,4;353;33,1;0;0;0,69;1,21;14,6;1,28;221;5,83;0;0;0;0;514;12,3;11,6;0;0;0;LATAM;574,0290077
CP_75;RTE;FITNESS;Brazil,Argentina,Uruguay,Paraguay;30;330;9,7;70,9;15,4;15,4;1,8;0,4;0;0;10,9;411;38,3;0;0;0;0,78;15,9;1,11;212;3,95;0;0;0;0;710;13,5;6,7;0;0;0;LATAM;878,7936673
CP_76;RTE;MOCA;Brazil;30;374;5,8;81,8;30,1;30,1;2,5;0,5;0;0;4,1;413;33,1;0;0;0;1,29;16;1,3;220;5;0;0;0;0;642;13,7;4,6;0;0;0;LATAM;591,2247234
CP_77;RTE;NESQUIK;Brazil,Dominican Rep.,Trinidad,Tobago,Caribbean;30;376;6,2;76,9;30;30;4,8;1,5;0;0;5,8;367;39,2;0;0;0;1,3;14,9;1,28;231;5;0;0;0;0;694;13,9;4,2;0;0;0;LATAM;8351,45892
CP_78;RTE;SNOW FLAKES;Brazil,Caribbean,Dominican Rep.,Trinidad,Tobago,Colombia,Jamaica;30;374;5,8;81,9;30,2;30,2;2,6;0,6;0;0;4;416;33,1;0;0;0;1,3;16;1,3;219;5;0;0;0;0;648;13,6;5;0;0;0;LATAM;3139,708307
CP_79;RTE;FITNESS;Chile,Colombia,Bolivia,Peru,Ecuador,Chile;30;340;9,4;70,4;10,1;10,1;2,3;0,5;0,01;0;11,2;311;52,3;0;0;1,11;1,47;16,4;1,52;192;7,75;0;0;0;0;675;13,9;13,1;0;0;0;LATAM;1071,025675
CP_80;RTE;FITNESS & Fruit;Colombia,Chile,Peru,Ecuador,Bolivia;40;335;7,7;69,6;22,4;22,4;2,8;1,3;0;0;9,8;248;40,5;0;0;0,59;0,87;13,3;1,24;140;5,36;0;0;0;0;423;9,04;9,12;0;0;0;LATAM;503,5652104
CP_81;RTE;FITNESS & Yoghurt;Chile,Colombia;30;368;8,4;70,2;18,2;18,2;5,9;3,8;0,01;1,1;9,6;270;44,9;0;0;0,96;1,09;14,1;1,31;165;6,68;0;0;0;0;595;11,9;11,3;0;0;0;LATAM;179,5004619
CP_82;RTE;GOLD;Chile,Caribbean,Jamaica,Dominican Rep.,Trinidad,Tobago;30;377;4,8;84,4;33,3;33,3;2,2;0,6;0;0;3,5;433;27,5;0;61;1,4;1,7;18,1;2;204;6,1;1,02;0;0;0;400;14;9;0;0;0;LATAM;245,5434288
CP_83;RTE;MILO;Chile,Colombia,Chile,Peru,Bolivia,Ecuador;30;362;10,8;72,3;29,9;29,9;3,3;1,3;0;0,7;8,1;102;35,4;0;0;1,04;1,1;12,3;1,16;185;8,5;0;0;0;0;625;11,9;8,3;0;0;0;LATAM;1889,179577
CP_84;RTE;NESQUIK;Argentina,Paraguay,Ecuador,Uruguay,Peru,Bolivia,Chile;30;380;5,5;82;29,9;29,9;3,3;1;0;0;4,2;200;34,8;0;0;0;0,8;9;1;102;5;0;0;0;0;559;7,66;7,5;0;0;0;LATAM;720,8979571
CP_85;RTE;ZUCOSOS;Chile,Paraguay,Chile,Ecuador,Uruguay,Colombia,Peru;30;366;5,1;81,3;29,9;29,9;2,2;0,5;0;0;5,5;426;36,4;0;0;1,17;1,4;14;1,54;172;7,32;0;0;0;0;777;9,9;9;0;0;0;LATAM;978,793846
CP_86;RTE;COOKIE CRISP;Philippines,Thailand;30;385;6,2;80,4;29,9;29,9;3,2;1,3;0;0;4,9;440;30,7;0;0;0;2,01;22,6;2,18;250;6,81;0;0;0;0;572;15;0;0;0;0;AMA;189,9138096
CP_87;RTE;KOKO KRUNCH Duo;Indonesia,Philippines,Thailand,Taiwan,Vietnam,Bangladesh,Hong Kong;30;383;7,9;76,8;30;30;4,9;2,2;0;0;5,2;121;31,5;0;0;0;1,6;18;2;200;6;0;0;0;0;626;14;0;0;0;0;AMA;715,2244071
CP_88;RTE;FRUITY BITES Wildberry;Australia,New Zealand;30;353;7,3;71,8;23,5;23,5;2;0,4;0;0;7,5;45;50,4;0;20;1,83;1,4;8,4;0;0;0;0;0;0;0;0;10;0;0;0;0;UKA;190,496532
CP_89;RTE;OAT CRISP Almond;Australia;40;401;10,5;67,1;21,1;21,1;8,3;1,3;0,01;0;8;237;69,4;0;25;1,38;1,05;6,3;1;150;0;0;0;0;2,5;390;7,5;4,5;0;0;0;UKA;160,0297951
CP_91;RTE;Corn Flakes;China;30;374;6,9;81,9;10,9;10,9;2,1;0,5;0;0;2,7;665;27,5;0;0;0;0,9;9;1,2;200;0;0;0;0;0;525;6;5;0;0;0;AMA;48,7671003
CP_92;RTE;Corn Flakes;Malaysia,Thailand,Philippines,Indonesia,Pakistan,Bangladesh,Singapore,Sri Lanka,Taiwan,Nestlé (PNG) LTD,Vietnam,Mauritius,Hong Kong,Fiji;30;377;6,8;81,6;10,6;10,6;1,8;0,4;0;0;3,6;592;27,4;0;0;0;1,6;18;2;200;6;0;0;0;0;700;14;0;0;0;0;AMA;2694,068067
CP_93;RTE;GOLD;Malaysia,Taiwan,Philippines,Ghana,Ghana,Singapore,Thailand;30;387;5,1;85,4;33,8;33,8;2,1;0,5;0;0;3,1;438;27,2;0;0;0;1,6;18;2;200;6;0;0;0;0;570;14;0;0;0;0;AMA;757,0327519
CP_94;RTE;KOKO KRUNCH;Philippines,Sri Lanka,Malaysia,Thailand,Pakistan,Mauritius,Nestlé (PNG) LTD,Bangladesh,Kenya,Fiji,Hong Kong,New Caledonia,Singapore,French Polynesia;30;368;8,1;77,3;29,9;29,9;3,2;1,2;0;0;6,4;157;29,2;0;0;0;1,6;18;2;200;6;0;0;0;0;525;14;0;0;0;0;AMA;3541,330522
CP_95;RTE;MILO;Philippines,Mauritius,Nestlé (PNG) LTD,Fiji,Sri Lanka,Ghana,New Caledonia,Pakistan,French Polynesia,Kenya;30;363;8,3;75,6;29,1;29,1;3,1;1,2;0;0,1;7,5;161;32;0;0;0;1,6;18;2;200;6;0;0;0;0;612;14;0;0;0;0;AMA;452,3593081
CP_96;RTE;STARS Honey;Philippines,Malaysia,Mauritius,Bangladesh,Singapore,Nestlé (PNG) LTD,French Polynesia;30;372;6,2;80,9;27,9;27,9;2,6;0,9;0;0;5,9;36;37,1;0;0;0;1,6;18;2;200;6;0;0;0;0;625;14;0;0;0;0;AMA;386,2841871
CP_97;RTE;CHEERIOS Multigrain;China,China,Hong Kong;30;380;8,4;77,5;18,1;18,1;4;1,4;0,02;0;4,9;376;43,7;0;0;0;0,9;9,4;1,2;125;0;0;0;0;0;500;4,5;7,5;0;0;0;AMA;374,7926054
CP_98;RTE;KOKO KRUNCH;China;30;379;8,3;78,1;29,8;29,8;3,7;1,3;0,02;0;4,7;158;28,8;0;0;0;0,9;9,4;1,2;125;0;0;0;0;0;400;6;6;0;0;0;AMA;300,6311
CP_99;RTE;STARS Milk & Egg;China;30;393;8;80,7;29,8;29,8;4,2;1,4;0,03;6,6;2,7;80;32,6;0;0;0;0,9;9,4;1,2;125;0;0;0;0;0;400;4,4;5;0;0;0;AMA;195,3789
CP_100;RTE;CUI MAI PIAN;China;30;383;8,8;79,6;19,7;19,7;3,3;0,9;0,02;0;3,6;187;47,1;0;0;0;0,9;9,4;1,2;125;0;0;0;0;6,4;400;5;6,5;0;0;0;AMA;138,5808012
CP_101;RTE;CLUSTERS Almond;United Kingdom,Ireland;30;377;9;73,7;22,3;22,3;3,4;1,3;0;0;7,9;421;65,1;0;0;0;1,12;14;1,09;179;4,17;0;0;0;0;514;11,7;0;0;0;0;UKA;342,9484103
CP_102;RTE;SHREDDED WHEAT Honey Nut;United Kingdom,Ireland;40;387;12,1;67,8;15,1;15,1;5,4;1,2;0;0;9,8;14;84,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;972,7698735
CP_103;RTE;CHEERIOS Honey;China,Hong Kong;30;379;7,4;79,7;29,8;29,8;3,4;1,2;0,02;0;4,3;262;38;0;0;0;0,9;9,4;1,2;125;0;0;0;0;0;500;4,5;7,5;0;0;0;AMA;202,0389126
CP_104;RTE;SHREDDIES Honey;United Kingdom;40;368;9;74,4;27;27;1,5;0,2;0;0;10,3;243;80,3;0;0;0;0,66;9,06;0,83;119;3,2;0;0;0;0;0;6,46;0;0;0;0;UKA;2,592
CP_105;RTE;PLUS FIBRE Lift;China,Australia,New Zealand,Nestrade;40;332;8,1;62,3;23,3;23,3;1,8;0,4;0;0;17,9;103;51,5;0;0;1,38;1,05;6,2;1;250;0;0;0;0;2,5;400;6;4,5;0;0;0;AMA,UKA,EUR;926,9952387
CP_106;RTE;PLUS PROTEIN Lift;China,Australia,Nestrade,New Zealand;40;363;14;67,2;23;23;2,3;0,5;0,01;0;8,2;148;44,6;0;0;1,38;1,05;6,3;1;250;0;0;0;0;2,5;320;6;4,5;0;0;0;AMA,EUR,UKA;897,3134131
CP_107;BAR;FITNESS Chocolate & Orange;Greece;23,5;375;6,1;69,4;25,5;25,5;5,9;2,9;0,02;0;5,8;306;33,5;0;0;0;1,52;15,4;1,4;201;6,04;0;0;0;0;820;11,5;0;0;0;0;EUR;0,13959
CP_108;RTE;GOLDEN NUGGETS;United Kingdom,Ireland,Malta;30;379;8,3;80;22,4;22,4;1,7;0,3;0;0;5;280;41,1;1,8;0;1;1,3;14,2;1,33;200;5,4;0;0;0;0;487;8,1;0;0;0;0;UKA,EUR;1193,422601
CP_109;RTE;FITNESS;Russian Fed.,Kazakhstan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Azerbaidjan,Russia Professionals;30;355;9,7;73,2;10,8;10,8;2,6;1;0,02;0;8;448;93,7;0;0;0;1,32;15;1,59;196;5,33;0;0;0;0;667;8,74;0;0;0;0;EUR;1936,378287
CP_110;RTE;CRUNCH Rolls;Israel;30;402;7;71;30;30;10;1,7;0,5;2,5;5,5;200;0;0,9;37;1;1,3;14,7;1,2;170;4;0,6;0;0;0;267;11,8;0;0;0;0;EUR;431,4911112
CP_111;RTE;PLUS Omega 3;China,Australia,Nestrade,New Zealand;40;376;8,9;67,5;21,4;21,4;5,9;0,8;0,01;0;8,8;184;61;0;0;1,38;1,05;6,2;1;250;0;0;0;0;3,8;400;6;4,5;0;0;0;AMA,EUR,UKA;787,9434967
CP_113;RTE;FITNESS & Fruit;Russian Fed.,Kazakhstan,Azerbaidjan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Russia Professionals;40;350;7,6;72,4;26,5;26,5;3,4;2,1;0,02;0;6,7;333;67,2;0;0;0;0,96;10,9;1,19;143;3,87;0;0;0;0;493;6,91;0;0;0;0;EUR;383,2819344
CP_115;RTE;NESQUIK Duo;Russian Fed.,Kazakhstan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Azerbaidjan;30;374;8,3;74,6;28,5;28,5;4,7;0,8;0,05;0;7,1;170;55,2;2,88;0;0,91;1,21;13,5;1,22;169;5;0;0;0;0;623;8,46;0;0;0;0;EUR;4429,779402
CP_117;RTE;CHEERIOS Multigrain;Malaysia,Singapore;30;379;8,4;77,2;17,9;17,9;4;1,4;0,02;0;4,9;380;43,7;0;0;0;2;19;1,9;290;7,2;0;0;0;0;575;12,3;0;0;0;0;AMA;42,228
CP_119;RTE;NESQUIK Duo;Romania,Ukraine,Poland,Hungary,Baltics & Balkans & Exports,Czech Republic,Bulgaria,Slovakia;30;383;8,1;75,6;25;25;3,5;1,5;0,02;0;7,8;150;48,8;2,5;0;1;1,3;14,7;1,3;180;5,35;0;0;0;0;560;9,6;0;0;0;0;EUR;1445,626762
CP_120;RTE;NESQUIK;Netherlands,Tunisia,France,Italy & Malta,United Kingdom,Baltics & Balkans & Exports,Greece,Bulgaria,Belgium,Switzerland,Iran,Saudi Arabia,Nestrade,Utd.Arab Emir.,Cyprus,Ireland,Kuwait,Mauritius,Qatar,Bahrain,French Polynesia,New Caledonia,Lebanon,Morocco,Jordan;30;369;8,4;75,8;24,9;24,9;1,7;0,6;0;0;8,7;177;51,4;2,5;0;1;1,3;14,9;1,35;185;5,5;0;0;0;0;474;10,4;0;0;0;0;EUR,UKA,AMA;7246,363768
CP_121;RTE;LION;Netherlands,Tunisia,Libya,France,Germany,Spain,Greece,Portugal,Austria,Belgium,Algeria,Italy & Malta,Morocco,United Kingdom,Utd.Arab Emir.,Switzerland,Lebanon,Saudi Arabia,Egypt,Nestrade,Kuwait,Iran,Jordan,Qatar,Mauritius,Bahrain,New Caledonia,Cyprus;30;409;7,5;75,5;28,8;28,8;7,3;1,3;0,06;0;5,3;197;38,9;2,5;0;0,93;1,27;14,2;1,28;213;5,25;0;0;0;0;470;8,22;0;0;0;0;UKA,AMA,EUR;13869,43224
CP_122;RTE;MUESLI Morning Sun Apricot and Almond;Australia;45;363;11;57,2;15,1;15,1;7,7;1,8;0;0;11,1;19;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;1375,669226
CP_124;RTE;Muesli Uncle Toby's Swiss Natural Style;Australia;45;363;10,8;59,2;16,4;16,4;7;1,3;0;0;10,7;24;71,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;425,781213
CP_127;RTE;NESQUIK;Sweden,Norway,Finland,Denmark;30;375;8,4;76,6;24,9;24,9;1,9;0,6;0;0;8,9;169;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EUR;1135,72468
CP_128;RTE;NESQUIK Alphabet;Russian Fed.,Kazakhstan,Azerbaidjan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Russia Professionals;30;358;8,6;72,9;27,5;27,5;3,6;1;0,01;0;9;227;73,1;3,44;0;1,09;1,38;15,4;1,39;191;5,69;0;0;0;0;616;10,5;0;0;0;0;EUR;353,7595425
CP_129;RTE;CHEERIOS Honey and Oat;Australia,New Zealand;30;384;6,7;76,8;17,8;17,8;4,1;0,8;0;0;7;267;63,5;0;33,3;1,83;1,43;8,3;1,3;200;0;0;0;0;3,3;667;10;6;0;0;0;UKA;350,9313209
CP_130;RTE;PLUS Muesli Flakes;China,Australia;40;357;8,1;70,8;23,8;23,8;2,3;1;0;0;10,9;278;67,4;0;25;0,69;1,05;6,3;0;150;0;0;0;0;0;0;0;0;0;0;0;AMA,UKA;757,0992653
CP_132;RTE;FITNESS Chocolat Noir;Russian Fed.,Kazakhstan,Azerbaidjan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan);30;380;9,2;68,7;15,5;15,5;7,6;4,1;0,1;0;8,2;365;78,4;0;0;0;1,13;12,4;1,36;163;4,46;0;0;0;0;566;9,54;0;0;0;0;EUR;71,11368
CP_133;RTE;CHEERIOS Multigrain;Mexico,Colombia,Jamaica,Trinidad,Tobago,Dominican Rep.;30;374;7;79,2;20;20;3,3;1;0;0;4,7;412;56,7;0;0;0,9;0,88;11,2;1,11;203;5,21;0;0;0;0;579;9,51;7,94;0;0;0;LATAM;1184,232245
CP_134;RTE;CHEERIOS Honey;Mexico,Caribbean,Trinidad,Tobago,Jamaica,Dominican Rep.;30;373;6,3;80,8;28,8;28,8;2,8;0,8;0;0;4,4;423;50,8;0;0;1,01;1,06;12,7;1,25;228;5,81;0;0;0;0;524;10,2;8,88;0;0;0;LATAM;1897,476525
CP_135;RTE;CHEERIOS Apple and Cinnamon;Mexico,Colombia;30;380;5,9;78,9;29,1;29,1;4,5;1,7;0;0;4,2;402;47,5;0;0;0,99;1,01;12,3;1,22;227;5,85;0;0;0;0;796;10,5;8,78;0;0;0;LATAM;1508,792246
CP_136;RTE;NESQUIK Duo;Turkey,Saudi Arabia,Utd.Arab Emir.,Kuwait,Jordan,Lebanon,Qatar,Bahrain,Oman;30;395;7,9;74,2;28,4;28,4;5,9;2,9;0,05;0;6,5;174;38,3;3,1;0;0,93;1,26;14,5;1,28;175;5,28;0;0;0;0;563;9,1;0;0;0;0;AMA;632,6606735
CP_137;RTE;FITNESS;Turkey,Ukraine;30;371;9,3;73,6;13,8;13,8;2,6;1;0,01;0;8;444;62,4;0;0;0;1,38;16,8;1,56;228;5,54;0;0;0;0;636;14,1;0;0;0;0;AMA,EUR;832,8052142
CP_138;RTE;FITNESS Strawberry and Clusters;Turkey;30;373;9;73,7;15,9;15,9;2,8;1,2;0,04;0;7,8;417;59,8;0;0;0;1,24;15,1;1,4;205;4,97;0;0;0;0;571;12,6;0;0;0;0;AMA;357,0797584
CP_139;RTE;FITNESS & Fruit;Turkey;40;363;7,4;72,5;27,1;27,1;3,3;2,1;0,01;0;6,8;336;46,1;0;0;0;1,03;12,5;1,19;172;4,13;0;0;0;0;482;10,8;0;0;0;0;AMA;608,0324708
CP_140;RTE;Corn Flakes;Turkey,Saudi Arabia,Saudi Arabia,Utd.Arab Emir.,Jordan,Oman,Philippines,Kuwait,Lebanon,Qatar,Thailand,Malaysia,Pakistan,Singapore,Sri Lanka,Taiwan;30;378;7,1;80,7;10,4;10,4;1,9;0,4;0;0;4,6;430;30,3;0;0;0;1,36;15,1;1,39;205;5,16;0;0;0;0;532;13,5;0;0;0;0;AMA;1437,58658
CP_141;RTE;FITNESS & Fruit;Brazil,Argentina,Paraguay,Uruguay;40;329;7,9;68,7;27,1;27,1;2,5;1,2;0;0;10,5;320;29,1;0;0;0;0,9;12,2;0,88;165;3,35;0;0;0;0;550;11,5;5,2;0;0;0;LATAM;286,0161
CP_142;RTE;CHOCAPIC Clusters;Chile,Ecuador,Bolivia,Peru;30;379;8,3;70;28,6;28,6;7,4;4,5;0;0,1;9;250;41,8;0;0;0,86;0,93;10,8;1,18;137;5,6;0;0;0;0;461;11,8;6,87;0;0;0;LATAM;386,9069248
CP_143;RTE;NESQUIK;Tunisia,Palestine,Libya,Turkey,Saudi Arabia,Utd.Arab Emir.,Kuwait,Saudi Arabia,Morocco,Iraq,Jordan,Lebanon,Egypt,Qatar,Oman,Nestrade,Palestinian Aut,Bahrain,Algeria,Korea;30;383;7,7;75;27,9;27,9;4;1,7;0;0;7,4;204;44,5;0;0;1;1,29;15,7;1,33;181;5,53;0;0;0;0;487;10,6;0;0;0;0;EUR,AMA;7794,05963
CP_144;RTE;KHRUTKA Honey Balls;Russian Fed.,Kazakhstan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Azerbaidjan;30;359;8,5;73,9;25;25;3,3;0,6;0,01;0;8,4;328;81,6;0;0;0;0;0;0;0;0;0;0;0;0;627;0;0;0;0;0;EUR;400,5593134
CP_145;RTE;NESQUIK Duo;Brazil;30;388;6,2;75,9;30;30;5,4;1,8;0;0;5,8;392;39,2;0;0;0;1,1;14,9;1,28;237;5,55;0;0;0;0;863;13,5;4,2;0;0;0;LATAM;316,6158402
CP_151;RTE;Vita Brits;Australia,Australia,Nestrade;33,3;348;9,9;67;0,4;0,4;1,8;0,4;0;0;12,6;394;99,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA,EUR;3222,869186
CP_152;RTE;STARS Honey;Malaysia,Indonesia,Thailand,Singapore,Hong Kong,Vietnam;30;373;6,1;81,7;28;28;2,4;0,9;0;0;5,4;32;37,2;0;0;0;1,6;18;2;200;6;0;0;0;0;625;14;0;0;0;0;AMA;1323,842088
CP_153;RTE;COOKIE CRISP;Malaysia,Singapore;30;370;6,2;79;29,8;29,8;3,2;1,3;0;0;5,8;439;30,7;0;0;0;1,6;18;1,8;200;6;0;0;0;0;550;12;0;0;0;0;AMA;200,0572933
CP_154;RTE;MILO;Indonesia,Malaysia,Thailand,Pakistan,Vietnam,Taiwan,Singapore,Hong Kong,Bangladesh;30;363;8;76;29,2;29,2;3;1,2;0;0,1;7,5;150;31,8;0;0;0;1,6;18;2;200;6;0;0;0;0;565;14;0;0;0;0;AMA;2545,068829
CP_155;RTE;KOKO KRUNCH;Indonesia,Malaysia,Thailand,Taiwan,Bangladesh,Pakistan,Singapore,Vietnam,Hong Kong,Korea;30;370;7,6;78;29,7;29,7;3;1,1;0;0;6,1;157;29,1;0;0;0;1,6;18;2;200;6;0;0;0;0;530;14;0;0;0;0;AMA;8435,240041
CP_156;RTE;NESQUIK;Portugal,Spain,Italy & Malta;30;369;8,4;75,8;24,9;24,9;1,7;0,6;0;0;8,7;177;51,4;2,5;0;1;1,3;14,9;1,35;185;5,5;0;0;0;0;474;10,4;0;0;0;0;EUR;1373,688576
CP_157;RTE;MILO;South Africa,Mozambique;30;385;8,8;73,2;29,3;29,3;4,5;1,8;0;0;7,9;98;43,7;0;0;0;1,3;13,4;1,12;220;4,6;0;0;0;0;760;13,9;0;0;0;0;AMA;916,7425838
CP_158;RTE;MILO DUO;South Africa;30;391;8,7;73,2;29,4;29,4;5,4;2,5;0;0;7,1;84;45,5;0;0;0;1,38;15,6;1,44;238;5,24;0;0;0;0;751;15,1;0;0;0;0;AMA;572,0123335
CP_159;RTE;CHEERIOS Multigrain;South Africa;30;373;7;77,5;21,1;21,1;2,4;0,8;0;0;6,4;341;66,3;0;0;0;1,3;13,6;1,25;230;5,3;0;0;0;0;860;13,2;0;0;0;0;AMA;174,444165
CP_160;RTE;KHRUTKA Chocolate Rings;Russian Fed.,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Kazakhstan,Azerbaidjan,Russia Professionals;30;358;9,1;73;24,7;24,7;3,3;0,8;0;0;8,2;186;76,1;0;0;0;0;0;0;0;0;0;0;0;0;741;0;0;0;0;0;EUR;618,2602171
CP_161;RTE;FITNESS Honey Almonds;Brazil,Uruguay,Paraguay,Argentina;30;366;9,4;70,7;25;25;5,1;0,7;0;0;9;249;30,5;0;0;0;0,68;14,8;1,04;188;3,79;0;0;0;0;600;10,5;6,4;0;0;0;LATAM;229,78497
CP_162;RTE;FITNESS Honey Almonds;Chile,Peru,Colombia,Ecuador,Bolivia;30;364;9,1;69,5;19,9;19,9;5,5;0,7;0,01;0;9,9;253;42,2;0;0;0,91;1,25;13,5;1,23;158;6,28;0;0;0;0;563;11,5;10,8;0;0;0;LATAM;330,5824424
CP_163;RTE;LION;Poland,Romania,Ukraine,Poland,Baltics & Balkans & Exports,Hungary,Czech Republic,Morocco,Slovakia,Algeria,Bulgaria,Nestrade;30;400;8,7;76,1;29,7;29,7;5,5;2;0;0;5,5;180;41,1;3;0;0,93;1,26;13,8;1,26;182;5,14;0;0;0;0;464;8,3;0;0;0;0;AMA,EUR;4123,580967
CP_164;BAR;NESQUIK (maxi choco);Nestlé Pro Italy,Italy & Malta,France,Sweden,Israel;25;401;6,5;63,1;32,5;32,5;11,2;4,4;0,1;0;5,4;176;23,4;5;0;0;1;12,5;1,05;180;4,9;0;0;0;0;967;15;0;0;0;0;EUR;408,4760644
CP_166;RTE;KHRUTKA Honey Flakes;Russian Fed.,Kazakhstan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan);30;376;6,5;85,2;19,1;19,1;1,1;0,2;0;0;1,8;650;0;0;0;0;0;0;0;0;0;0;0;0;0;520;0;0;0;0;0;EUR;305,901
CP_167;RTE;Nesquik Pillows;Russian Fed.,Kazakhstan,Russia exports (Georgia, Armenia, Belarus, Uzbekistan),Azerbaidjan;30;387;8,4;66,8;25,3;25,3;9,5;1,5;0;0;7,6;172;49,2;3,33;0;1,01;1,37;15,4;1,34;184;5,55;0;0;0;0;932;10,7;0;0;0;0;EUR;296,8920136
CP_168;RTE;NESQUIK Alphabet;Romania,Germany,United Kingdom,Poland,Hungary,Baltics & Balkans & Exports;30;383;8,4;74,8;25;25;4;1,7;0,02;0;7,2;213;47;3;0;0,98;1,27;14,2;1,28;184;5,2;0;0;0;0;487;12,2;0;0;0;0;UKA,EUR;573,1128783
CP_172;RTE;CHEERIOS Honey;South Africa;30;376;6,3;79,2;29,2;29,2;2,4;0,8;0;0;5,8;301;59,7;0;0;0;1,2;12,2;1,1;200;4,8;0;0;0;0;770;11,9;0;0;0;0;AMA;275,4965808
CP_173;RTE;UT OAT Flakes;Australia,Australia,New Zealand;30;384;10,1;72,8;12;12;5,1;1,1;0;0;6,9;383;62,3;0;0;0,9;1,4;8,4;0;335;0;0;0;0;0;0;10;0;0;0;0;UKA;252,4398476
CP_175;RTE;PLUS Calcium;Australia;40;392;11;63,8;15,3;15,3;8,4;1,3;0,01;0;8,7;173;50,8;0;0;1,38;1,05;6,2;0,8;250;0;0;0;0;2,5;500;6;4,5;0;0;200;UKA;406,1962269
CP_178;HOT;Uncle Tobys Oats Traditional (Red Box);China,Australia,Australia,New Zealand,Nestrade;40;378;12,8;56,7;1;1;9,2;1,7;0;0;9,2;6;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AMA,UKA,EUR;8384,787113
CP_179;HOT;Uncle Tobys Quick Oats (Red Box);Australia,New Zealand,Australia;40;378;12,8;56,7;1;1;9,2;1,7;0;0;9,2;6;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;4008,578384
CP_181;RTE;Healthwise Heart;Australia;45;373;9,7;65,6;27;27;5,4;1,1;0;0;12,3;224;27;0;0;0;0,96;5,6;0,9;111;0;0;0;0;0;0;6,7;4;0;0;0;UKA;141,3548655
CP_182;RTE;FITNESS Honey Almonds;Turkey,Singapore,Malaysia;30;388;9,4;71,1;19,9;19,9;5,7;1,2;0,01;0;7,6;372;52,2;0;0;0;1,21;14,3;1,31;191;4,66;0;0;0;0;552;12,1;0;0;0;0;AMA;273,4261824
CP_184;RTE;CHOCAPIC Choco Hazelnut;France,French Polynesia;30;415;7,9;71,9;26,4;26,4;9,2;1,4;0,09;0;6,1;95;30,4;3;0;0,91;1,25;13,5;1,24;172;5,22;0;0;0;0;494;10,3;0;0;0;0;EUR,AMA;227,7029475
CP_185;RTE;FITNESS Chocolate;Turkey;30;392;8,7;71,3;19,4;19,4;6,4;3,5;0,03;0;7,3;385;53;0;0;0;1,22;14;1,33;187;4,8;0;0;0;0;571;12,5;0;0;0;0;AMA;294,042024
CP_186;RTE;CHEERIOS Oat Uncoated;United Kingdom,Ireland;30;399;11,1;66,4;4,7;4,7;7,9;1,4;0;0;9;350;97,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UKA;322,3658282
CP_187;RTE;Nesquik Pillows;Turkey,Saudi Arabia,Utd.Arab Emir.,Kuwait,Algeria,Lebanon,Morocco,Nestrade,Qatar,Korea;30;403;7,7;68,6;25,8;25,8;9,2;4;0,09;0;7;168;38,3;0;0;0,65;1,65;16,2;1,4;220;6,63;0;0;0;0;825;13,3;0;0;0;0;EUR,AMA;1265,666957
CP_188;RTE;FITNESS;Romania,Poland,Slovakia,Denmark,Finland,Finland;30;368;9,4;74,9;10,8;10,8;1,8;0,6;0;0;7,4;379;57,9;0;0;0;1,25;12,8;1,14;153;5,18;0;0;0;0;637;12,8;0;0;0;0;EUR;481,6077747
CP_189;RTE;FITNESS & Yoghurt;Poland,Romania,Slovakia;30;394;8,6;72,2;18;18;6,3;4,8;0,03;0;6,7;341;49,4;0;0;0;1,11;11,2;1;130;4,44;0;0;0;0;580;11;0;0;0;0;EUR;432,1251736
